ProductID,Product Name,Category,SubCategory,Unit Price (MRP)
P400,"Sharp Fax and Copier, Digital",Technology,Copiers,168.00
P401,"Samsung Office Telephone, with Caller ID",Technology,Phones,59.00
P402,"Avery Removable Labels, Alphabetical",Office Supplies,Labels,10.67
P403,"Tenex Shelving, Single Width",Office Supplies,Storage,22.00
P404,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,135.25
P405,"KitchenAid Microwave, Red",Office Supplies,Appliances,279.33
P406,"Ibico Binder Covers, Durable",Office Supplies,Binders,15.00
P407,"SanDisk Message Books, 8.5 x 11",Office Supplies,Paper,28.00
P408,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,109.50
P409,"Sauder Corner Shelving, Metal",Furniture,Bookcases,132.00
P410,"Stanley Highlighters, Fluorescent",Office Supplies,Art,16.00
P411,"Acco 3-Hole Punch, Economy",Office Supplies,Binders,30.11
P412,"Nokia Smart Phone, Full Size",Technology,Phones,636.00
P413,"Advantus Push Pins, Assorted Sizes",Office Supplies,Fasteners,12.00
P414,"Tenex Shelving, Blue",Office Supplies,Storage,27.33
P415,"Memorex Router, Bluetooth",Technology,Accessories,123.17
P416,"Samsung Signal Booster, with Caller ID",Technology,Phones,116.00
P417,"Hamilton Beach Microwave, White",Office Supplies,Appliances,280.50
P418,"Sharp Ink, Laser",Technology,Copiers,124.50
P419,"Acco 3-Hole Punch, Durable",Office Supplies,Binders,31.50
P420,"Panasonic Receipt Printer, Durable",Technology,Machines,121.00
P421,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,30.00
P422,"Tenex Clock, Black",Furniture,Furnishings,35.33
P423,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,238.00
P424,"Acme Trimmer, Serrated",Office Supplies,Supplies,41.20
P425,"Xerox Note Cards, Recycled",Office Supplies,Paper,26.25
P426,"Epson Inkjet, Wireless",Technology,Machines,262.00
P427,"Ikea Library with Doors, Metal",Furniture,Bookcases,362.80
P428,"Eldon Folders, Wire Frame",Office Supplies,Storage,14.50
P429,"Rogers Trays, Blue",Office Supplies,Storage,55.60
P430,"Okidata Calculator, White",Technology,Machines,45.67
P431,"Novimex Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,10.82
P432,"Jiffy Clasp Envelope, Set of 50",Office Supplies,Envelopes,8.50
P433,"Nokia Office Telephone, Cordless",Technology,Phones,57.83
P434,"Motorola Office Telephone, Full Size",Technology,Phones,73.00
P435,"Logitech Memory Card, Erganomic",Technology,Accessories,101.25
P436,"Advantus Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,14.00
P437,"Enermax Memo Slips, Premium",Office Supplies,Paper,15.50
P438,"Cardinal Binding Machine, Clear",Office Supplies,Binders,49.25
P439,"Stockwell Paper Clips, Bulk Pack",Office Supplies,Fasteners,14.00
P440,"Samsung Audio Dock, Full Size",Technology,Phones,168.00
P441,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,134.67
P442,"Sauder Corner Shelving, Pine",Furniture,Bookcases,133.75
P443,"SanDisk Note Cards, Premium",Office Supplies,Paper,31.00
P444,"KitchenAid Toaster, Black",Office Supplies,Appliances,76.33
P445,"Binney & Smith Pens, Water Color",Office Supplies,Art,15.00
P446,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Art,27.00
P447,"Cisco Headset, with Caller ID",Technology,Phones,88.50
P448,"Stanley Canvas, Fluorescent",Office Supplies,Art,50.67
P449,"Cardinal Index Tab, Durable",Office Supplies,Binders,7.67
P450,"Tenex Lockers, Industrial",Office Supplies,Storage,102.50
P451,"Accos Push Pins, Assorted Sizes",Office Supplies,Fasteners,6.00
P452,"BIC Pens, Water Color",Office Supplies,Art,17.43
P453,"Stiletto Scissors, Easy Grip",Office Supplies,Supplies,25.00
P454,"Hewlett Copy Machine, High-Speed",Technology,Copiers,263.50
P455,"Harbour Creations Removable Labels, Adjustable",Office Supplies,Labels,8.50
P456,"Belkin Memory Card, Erganomic",Technology,Accessories,113.00
P457,"Konica Printer, Wireless",Technology,Machines,227.50
P458,"Motorola Audio Dock, VoIP",Technology,Phones,104.00
P459,"Tenex Light Bulb, Durable",Furniture,Furnishings,9.50
P460,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,6.29
P461,"Bush Corner Shelving, Metal",Furniture,Bookcases,123.50
P462,"Bush Corner Shelving, Pine",Furniture,Bookcases,100.25
P463,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,331.50
P464,"Kraft Peel and Seal, Set of 50",Office Supplies,Envelopes,18.50
P465,"Motorola Office Telephone, VoIP",Technology,Phones,64.60
P466,"Kleencut Shears, Steel",Office Supplies,Supplies,46.17
P467,"Elite Scissors, Serrated",Office Supplies,Supplies,17.40
P468,"Sanford Highlighters, Fluorescent",Office Supplies,Art,17.00
P469,"Sanford Markers, Blue",Office Supplies,Art,11.67
P470,"Tenex Trays, Single Width",Office Supplies,Storage,54.00
P471,"Tenex Box, Industrial",Office Supplies,Storage,15.20
P472,"Apple Audio Dock, VoIP",Technology,Phones,142.00
P473,"Konica Phone, Wireless",Technology,Machines,86.25
P474,"Apple Signal Booster, VoIP",Technology,Phones,136.75
P475,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,12.89
P476,"Konica Phone, Red",Technology,Machines,83.33
P477,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,528.50
P478,"Rogers Folders, Industrial",Office Supplies,Storage,28.00
P479,"Eldon Stacking Tray, Black",Furniture,Furnishings,31.50
P480,"SanDisk Keyboard, Programmable",Technology,Accessories,83.00
P481,"Smead Folders, Blue",Office Supplies,Storage,8.71
P482,"Enermax Mouse, USB",Technology,Accessories,40.50
P483,"Xerox Memo Slips, Recycled",Office Supplies,Paper,13.43
P484,"Eldon Shelving, Single Width",Office Supplies,Storage,48.50
P485,"Okidata Printer, Red",Technology,Machines,239.00
P486,"Apple Signal Booster, with Caller ID",Technology,Phones,123.00
P487,"Cardinal Index Tab, Clear",Office Supplies,Binders,7.25
P488,"StarTech Inkjet, Wireless",Technology,Machines,301.75
P489,"Bush Stackable Bookrack, Traditional",Furniture,Bookcases,110.67
P490,"Acme Trimmer, High Speed",Office Supplies,Supplies,44.50
P491,"Elite Trimmer, Steel",Office Supplies,Supplies,41.00
P492,"Deflect-O Photo Frame, Erganomic",Furniture,Furnishings,35.33
P493,"Accos Clamps, Assorted Sizes",Office Supplies,Fasteners,17.00
P494,"Advantus Door Stop, Black",Furniture,Furnishings,18.00
P495,"Binney & Smith Canvas, Easy-Erase",Office Supplies,Art,26.00
P496,"Avery Hole Reinforcements, Clear",Office Supplies,Binders,4.00
P497,"Brother Wireless Fax, High-Speed",Technology,Copiers,377.00
P498,"Ibico Binder, Recycled",Office Supplies,Binders,8.00
P499,"Ames Interoffice Envelope, Set of 50",Office Supplies,Envelopes,23.00
P500,"Eaton Cards & Envelopes, Premium",Office Supplies,Paper,45.33
P501,"Rogers Shelving, Industrial",Office Supplies,Storage,37.58
P502,"Avery Round Labels, Laser Printer Compatible",Office Supplies,Labels,7.17
P503,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,74.00
P504,"Office Star Rocking Chair, Black",Furniture,Chairs,124.60
P505,"Eldon Photo Frame, Black",Furniture,Furnishings,58.00
P506,"Stockwell Push Pins, 12 Pack",Office Supplies,Fasteners,6.88
P507,"BIC Highlighters, Fluorescent",Office Supplies,Art,10.00
P508,"Deflect-O Door Stop, Erganomic",Furniture,Furnishings,42.50
P509,"Novimex Color Coded Labels, 5000 Label Set",Office Supplies,Labels,13.00
P510,"Acco Binder, Durable",Office Supplies,Binders,16.67
P511,"Belkin Flash Drive, Programmable",Technology,Accessories,43.40
P512,"Harbour Creations Steel Folding Chair, Set of Two",Furniture,Chairs,90.00
P513,"Hon Steel Folding Chair, Red",Furniture,Chairs,65.00
P514,"Novimex Steel Folding Chair, Black",Furniture,Chairs,71.78
P515,"Novimex Rocking Chair, Black",Furniture,Chairs,129.00
P516,"Fiskars Ruler, Steel",Office Supplies,Supplies,13.67
P517,"Tenex Trays, Industrial",Office Supplies,Storage,54.67
P518,"Samsung Speaker Phone, with Caller ID",Technology,Phones,123.20
P519,"OIC Staples, Metal",Office Supplies,Fasteners,11.00
P520,"Hon Rocking Chair, Red",Furniture,Chairs,130.67
P521,"Enermax Cards & Envelopes, Recycled",Office Supplies,Paper,47.00
P522,"Fellowes Lockers, Single Width",Office Supplies,Storage,187.00
P523,"Tenex Light Bulb, Black",Furniture,Furnishings,19.00
P524,"Konica Calculator, Red",Technology,Machines,41.50
P525,"Sharp Fax Machine, High-Speed",Technology,Copiers,293.80
P526,"Bush Floating Shelf Set, Mobile",Furniture,Bookcases,156.33
P527,"Advantus Stacking Tray, Black",Furniture,Furnishings,26.50
P528,"Deflect-O Photo Frame, Duo Pack",Furniture,Furnishings,52.00
P529,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,6.00
P530,"SanDisk Parchment Paper, Recycled",Office Supplies,Paper,16.50
P531,"Apple Audio Dock, Full Size",Technology,Phones,168.00
P532,"Boston Sketch Pad, Blue",Office Supplies,Art,48.50
P533,"Kraft Interoffice Envelope, Recycled",Office Supplies,Envelopes,45.73
P534,"Smead File Folder Labels, 5000 Label Set",Office Supplies,Labels,9.33
P535,"KitchenAid Coffee Grinder, Red",Office Supplies,Appliances,70.50
P536,"Cardinal Binder, Economy",Office Supplies,Binders,13.80
P537,"Acme Trimmer, Steel",Office Supplies,Supplies,44.00
P538,"Apple Speaker Phone, VoIP",Technology,Phones,74.00
P539,"Cisco Smart Phone, Cordless",Technology,Phones,586.33
P540,"Sanford Markers, Water Color",Office Supplies,Art,26.43
P541,"Ibico Binding Machine, Recycled",Office Supplies,Binders,51.67
P542,"Boston Markers, Water Color",Office Supplies,Art,29.50
P543,"Rogers Trays, Single Width",Office Supplies,Storage,37.00
P544,"StarTech Calculator, Durable",Technology,Machines,24.00
P545,"BIC Pens, Fluorescent",Office Supplies,Art,14.00
P546,"BIC Sketch Pad, Fluorescent",Office Supplies,Art,50.00
P547,"Stanley Pens, Blue",Office Supplies,Art,10.00
P548,"Fellowes Folders, Wire Frame",Office Supplies,Storage,15.25
P549,"Bush 3-Shelf Cabinet, Traditional",Furniture,Bookcases,143.00
P550,"Cameo Interoffice Envelope, Set of 50",Office Supplies,Envelopes,47.50
P551,"Konica Receipt Printer, Red",Technology,Machines,119.40
P552,"Enermax Numeric Keypad, Erganomic",Technology,Accessories,58.67
P553,"Hon Swivel Stool, Black",Furniture,Chairs,145.11
P554,"Ames Mailers, Recycled",Office Supplies,Envelopes,34.67
P555,"Smead Lockers, Single Width",Office Supplies,Storage,119.00
P556,"Elite Ruler, High Speed",Office Supplies,Supplies,13.67
P557,"Advantus Light Bulb, Durable",Furniture,Furnishings,17.00
P558,"Binney & Smith Pencil Sharpener, Easy-Erase",Office Supplies,Art,28.00
P559,"Advantus Rubber Bands, 12 Pack",Office Supplies,Fasteners,16.00
P560,"Brother Ink, Color",Technology,Copiers,133.80
P561,"Nokia Smart Phone, Cordless",Technology,Phones,636.14
P562,"Canon Fax Machine, Color",Technology,Copiers,320.00
P563,"KitchenAid Coffee Grinder, Black",Office Supplies,Appliances,35.00
P564,"Cisco Speaker Phone, Cordless",Technology,Phones,127.33
P565,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,171.33
P566,"Eldon Clock, Duo Pack",Furniture,Furnishings,57.00
P567,"Stanley Pencil Sharpener, Easy-Erase",Office Supplies,Art,26.00
P568,"Novimex File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,8.00
P569,"Eldon Folders, Blue",Office Supplies,Storage,15.29
P570,"Advantus Photo Frame, Black",Furniture,Furnishings,53.00
P571,"Smead Box, Wire Frame",Office Supplies,Storage,10.00
P572,"Samsung Office Telephone, Cordless",Technology,Phones,68.00
P573,"KitchenAid Microwave, Silver",Office Supplies,Appliances,311.00
P574,"Motorola Headset, Cordless",Technology,Phones,74.50
P575,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,186.00
P576,"Eldon Lockers, Industrial",Office Supplies,Storage,119.00
P577,"Motorola Speaker Phone, Full Size",Technology,Phones,78.60
P578,"Tenex Light Bulb, Duo Pack",Furniture,Furnishings,19.00
P579,"Kleencut Ruler, Easy Grip",Office Supplies,Supplies,15.20
P580,"Avery Index Tab, Economy",Office Supplies,Binders,7.75
P581,"Binney & Smith Canvas, Fluorescent",Office Supplies,Art,52.67
P582,"Stiletto Trimmer, Steel",Office Supplies,Supplies,42.00
P583,"Canon Fax Machine, High-Speed",Technology,Copiers,269.00
P584,"Advantus Rubber Bands, Metal",Office Supplies,Fasteners,17.00
P585,"Logitech Router, Bluetooth",Technology,Accessories,247.33
P586,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,126.00
P587,"Memorex Numeric Keypad, Erganomic",Technology,Accessories,46.67
P588,"Novimex Rocking Chair, Set of Two",Furniture,Chairs,133.50
P589,"Hoover Coffee Grinder, Red",Office Supplies,Appliances,68.75
P590,"Hon Round Labels, Adjustable",Office Supplies,Labels,4.50
P591,"Advantus Frame, Durable",Furniture,Furnishings,43.50
P592,"Avery Hole Reinforcements, Recycled",Office Supplies,Binders,5.00
P593,"Tenex Trays, Blue",Office Supplies,Storage,48.67
P594,"Fiskars Trimmer, High Speed",Office Supplies,Supplies,21.25
P595,"Sanford Highlighters, Water Color",Office Supplies,Art,19.00
P596,"Fellowes Lockers, Industrial",Office Supplies,Storage,187.00
P597,"Stockwell Thumb Tacks, 12 Pack",Office Supplies,Fasteners,12.50
P598,"BIC Pencil Sharpener, Fluorescent",Office Supplies,Art,30.50
P599,"Ibico Index Tab, Durable",Office Supplies,Binders,9.25
P600,"Office Star Chairmat, Adjustable",Furniture,Chairs,61.40
P601,"Acco Binder, Clear",Office Supplies,Binders,14.67
P602,"Kleencut Scissors, Easy Grip",Office Supplies,Supplies,24.00
P603,"Stiletto Ruler, Serrated",Office Supplies,Supplies,11.50
P604,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,412.00
P605,"Brother Ink, High-Speed",Technology,Copiers,73.00
P606,"Hon Round Labels, Laser Printer Compatible",Office Supplies,Labels,6.75
P607,"Rogers Box, Wire Frame",Office Supplies,Storage,23.00
P608,"Kleencut Trimmer, Serrated",Office Supplies,Supplies,38.00
P609,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,179.33
P610,"GlobeWeis Business Envelopes, Set of 50",Office Supplies,Envelopes,17.33
P611,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,128.50
P612,"Harbour Creations Swivel Stool, Black",Furniture,Chairs,160.00
P613,"Enermax Flash Drive, Erganomic",Technology,Accessories,19.50
P614,"Logitech Flash Drive, USB",Technology,Accessories,30.80
P615,"Logitech Keyboard, Programmable",Technology,Accessories,74.00
P616,"Breville Stove, White",Office Supplies,Appliances,559.50
P617,"Ibico Binder Covers, Recycled",Office Supplies,Binders,14.00
P618,"Avery Binding Machine, Economy",Office Supplies,Binders,49.00
P619,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,28.00
P620,"Hamilton Beach Stove, Silver",Office Supplies,Appliances,543.08
P621,"Fellowes Box, Wire Frame",Office Supplies,Storage,17.00
P622,"Rubbermaid Door Stop, Black",Furniture,Furnishings,44.00
P623,"Sanford Sketch Pad, Easy-Erase",Office Supplies,Art,45.67
P624,"Enermax Message Books, Premium",Office Supplies,Paper,22.50
P625,"Advantus Staples, Assorted Sizes",Office Supplies,Fasteners,8.50
P626,"Brother Fax Machine, Laser",Technology,Copiers,318.60
P627,"Deflect-O Door Stop, Black",Furniture,Furnishings,44.00
P628,"Boston Canvas, Water Color",Office Supplies,Art,56.80
P629,"Stiletto Letter Opener, Easy Grip",Office Supplies,Supplies,15.00
P630,"Ibico Binder Covers, Economy",Office Supplies,Binders,13.50
P631,"Avery Binder, Durable",Office Supplies,Binders,14.33
P632,"Brother Wireless Fax, Digital",Technology,Copiers,321.67
P633,"Logitech Keyboard, Erganomic",Technology,Accessories,70.33
P634,"SanDisk Router, USB",Technology,Accessories,257.00
P635,"Tenex Stacking Tray, Black",Furniture,Furnishings,25.33
P636,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,392.50
P637,"Enermax Router, USB",Technology,Accessories,258.60
P638,"Tenex Frame, Durable",Furniture,Furnishings,107.00
P639,"Rogers File Cart, Blue",Office Supplies,Storage,140.50
P640,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,17.67
P641,"Hoover Coffee Grinder, Silver",Office Supplies,Appliances,34.80
P642,"SanDisk Memory Card, USB",Technology,Accessories,56.33
P643,"Ikea Library with Doors, Traditional",Furniture,Bookcases,327.00
P644,"Hon Training Table, Adjustable Height",Furniture,Tables,334.80
P645,"Green Bar Parchment Paper, Premium",Office Supplies,Paper,17.00
P646,"Konica Card Printer, Red",Technology,Machines,172.40
P647,"Apple Audio Dock, Cordless",Technology,Phones,170.00
P648,"Hon Coffee Table, with Bottom Storage",Furniture,Tables,205.33
P649,"Advantus Stacking Tray, Erganomic",Furniture,Furnishings,23.40
P650,"Ibico Binding Machine, Clear",Office Supplies,Binders,51.00
P651,"Xerox Memo Slips, 8.5 x 11",Office Supplies,Paper,17.60
P652,"StarTech Phone, White",Technology,Machines,73.00
P653,"Hoover Blender, Black",Office Supplies,Appliances,86.00
P654,"Deflect-O Photo Frame, Black",Furniture,Furnishings,51.83
P655,"Boston Pens, Easy-Erase",Office Supplies,Art,14.50
P656,"Sharp Personal Copier, Digital",Technology,Copiers,119.67
P657,"SAFCO Bag Chairs, Red",Furniture,Chairs,44.50
P658,"BIC Pens, Easy-Erase",Office Supplies,Art,14.67
P659,"Smead Box, Blue",Office Supplies,Storage,11.00
P660,"HP Copy Machine, Laser",Technology,Copiers,243.25
P661,"HP Wireless Fax, Color",Technology,Copiers,361.70
P662,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,76.00
P663,"Safco Classic Bookcase, Metal",Furniture,Bookcases,394.00
P664,"Cardinal Hole Reinforcements, Economy",Office Supplies,Binders,5.25
P665,"Novimex Round Labels, 5000 Label Set",Office Supplies,Labels,6.50
P666,"Eaton Note Cards, Multicolor",Office Supplies,Paper,30.50
P667,"Tenex Frame, Erganomic",Furniture,Furnishings,108.67
P668,"Samsung Headset, VoIP",Technology,Phones,62.33
P669,"Wilson Jones Binder, Economy",Office Supplies,Binders,13.00
P670,"Eldon Lockers, Wire Frame",Office Supplies,Storage,177.29
P671,"StarTech Calculator, White",Technology,Machines,38.33
P672,"Breville Microwave, Silver",Office Supplies,Appliances,242.00
P673,"Cuisinart Stove, Silver",Office Supplies,Appliances,431.29
P674,"BIC Canvas, Blue",Office Supplies,Art,48.33
P675,"Cameo Clasp Envelope, Security-Tint",Office Supplies,Envelopes,10.50
P676,"Xerox Computer Printout Paper, Premium",Office Supplies,Paper,23.67
P677,"Enermax Computer Printout Paper, Recycled",Office Supplies,Paper,28.33
P678,"Safco Corner Shelving, Mobile",Furniture,Bookcases,136.67
P679,"Rubbermaid Light Bulb, Black",Furniture,Furnishings,19.00
P680,"Cuisinart Microwave, Red",Office Supplies,Appliances,250.60
P681,"Accos Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,14.00
P682,"Avery Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,13.33
P683,"Avery Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,11.78
P684,"Samsung Office Telephone, VoIP",Technology,Phones,65.50
P685,"OIC Paper Clips, 12 Pack",Office Supplies,Fasteners,14.00
P686,"Nokia Audio Dock, with Caller ID",Technology,Phones,141.67
P687,"BIC Canvas, Fluorescent",Office Supplies,Art,49.44
P688,"Smead Shelving, Wire Frame",Office Supplies,Storage,38.33
P689,"Logitech Flash Drive, Bluetooth",Technology,Accessories,30.50
P690,"Brother Wireless Fax, Color",Technology,Copiers,380.33
P691,"Cameo Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,49.67
P692,"Hamilton Beach Microwave, Black",Office Supplies,Appliances,253.50
P693,"Stanley Markers, Fluorescent",Office Supplies,Art,23.40
P694,"Ames Manila Envelope, Recycled",Office Supplies,Envelopes,23.40
P695,"Ames Manila Envelope, Security-Tint",Office Supplies,Envelopes,27.00
P696,"Eldon File Cart, Blue",Office Supplies,Storage,76.25
P697,"SAFCO Chairmat, Adjustable",Furniture,Chairs,62.33
P698,"Jiffy Clasp Envelope, Recycled",Office Supplies,Envelopes,7.50
P699,"GlobeWeis Clasp Envelope, with clear poly window",Office Supplies,Envelopes,13.00
P700,"Stockwell Clamps, Metal",Office Supplies,Fasteners,19.00
P701,"Smead Legal Exhibit Labels, Adjustable",Office Supplies,Labels,9.00
P702,"Stiletto Shears, Serrated",Office Supplies,Supplies,45.00
P703,"Breville Coffee Grinder, Silver",Office Supplies,Appliances,62.57
P704,"Xerox Note Cards, 8.5 x 11",Office Supplies,Paper,31.00
P705,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,50.20
P706,"Stiletto Box Cutter, High Speed",Office Supplies,Supplies,36.00
P707,"SAFCO Bag Chairs, Black",Furniture,Chairs,18.78
P708,"Dania Stackable Bookrack, Traditional",Furniture,Bookcases,121.00
P709,"Hon Round Labels, Alphabetical",Office Supplies,Labels,6.50
P710,"Tenex Shelving, Wire Frame",Office Supplies,Storage,32.22
P711,"Rubbermaid Clock, Erganomic",Furniture,Furnishings,48.83
P712,"Hamilton Beach Coffee Grinder, Red",Office Supplies,Appliances,38.50
P713,"Stiletto Trimmer, Serrated",Office Supplies,Supplies,39.43
P714,"Canon Wireless Fax, Color",Technology,Copiers,323.00
P715,"Panasonic Phone, Durable",Technology,Machines,72.20
P716,"Samsung Audio Dock, VoIP",Technology,Phones,142.00
P717,"Stanley Markers, Easy-Erase",Office Supplies,Art,22.00
P718,"Ikea Corner Shelving, Traditional",Furniture,Bookcases,61.50
P719,"Smead Removable Labels, Laser Printer Compatible",Office Supplies,Labels,10.40
P720,"Ibico Binder, Economy",Office Supplies,Binders,15.50
P721,"Smead Trays, Industrial",Office Supplies,Storage,44.00
P722,"Nokia Signal Booster, VoIP",Technology,Phones,136.63
P723,"Smead Lockers, Wire Frame",Office Supplies,Storage,177.67
P724,"BIC Highlighters, Easy-Erase",Office Supplies,Art,9.50
P725,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,435.50
P726,"Eldon Clock, Black",Furniture,Furnishings,57.00
P727,"Eaton Parchment Paper, Premium",Office Supplies,Paper,13.00
P728,"Avery Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,10.00
P729,"Smead File Cart, Single Width",Office Supplies,Storage,102.80
P730,"Rubbermaid Photo Frame, Durable",Furniture,Furnishings,48.83
P731,"Deflect-O Stacking Tray, Black",Furniture,Furnishings,25.25
P732,"Cameo Clasp Envelope, with clear poly window",Office Supplies,Envelopes,13.00
P733,"Acme Scissors, Serrated",Office Supplies,Supplies,22.00
P734,"Apple Smart Phone, Full Size",Technology,Phones,383.00
P735,"Cardinal Index Tab, Economy",Office Supplies,Binders,8.78
P736,"Deflect-O Clock, Erganomic",Furniture,Furnishings,49.00
P737,"Advantus Clock, Durable",Furniture,Furnishings,43.60
P738,"Binney & Smith Highlighters, Water Color",Office Supplies,Art,18.00
P739,"Acme Scissors, Steel",Office Supplies,Supplies,22.33
P740,"Eaton Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,49.33
P741,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,169.25
P742,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,29.00
P743,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,Binders,27.40
P744,"Fellowes Lockers, Wire Frame",Office Supplies,Storage,185.80
P745,"Fellowes File Cart, Blue",Office Supplies,Storage,82.33
P746,"Stiletto Shears, High Speed",Office Supplies,Supplies,48.00
P747,"Canon Ink, Laser",Technology,Copiers,147.25
P748,"Ames Peel and Seal, with clear poly window",Office Supplies,Envelopes,22.25
P749,"Eldon Light Bulb, Duo Pack",Furniture,Furnishings,23.00
P750,"Office Star Executive Leather Armchair, Black",Furniture,Chairs,420.67
P751,"Ibico Binding Machine, Economy",Office Supplies,Binders,51.33
P752,"Office Star Steel Folding Chair, Adjustable",Furniture,Chairs,84.71
P753,"Office Star Bag Chairs, Red",Furniture,Chairs,50.00
P754,"Memorex Keyboard, Bluetooth",Technology,Accessories,71.00
P755,"Breville Microwave, Red",Office Supplies,Appliances,301.75
P756,"Novimex Swivel Stool, Set of Two",Furniture,Chairs,150.00
P757,"Xerox Computer Printout Paper, Multicolor",Office Supplies,Paper,27.67
P758,"Okidata Printer, Wireless",Technology,Machines,268.50
P759,"Fiskars Scissors, Steel",Office Supplies,Supplies,22.50
P760,"Office Star Chairmat, Black",Furniture,Chairs,57.00
P761,"Novimex File Folder Labels, Adjustable",Office Supplies,Labels,6.11
P762,"Jiffy Mailers, Recycled",Office Supplies,Envelopes,18.00
P763,"Eldon File Cart, Industrial",Office Supplies,Storage,115.00
P764,"Elite Box Cutter, Steel",Office Supplies,Supplies,34.33
P765,"Cisco Smart Phone, with Caller ID",Technology,Phones,556.13
P766,"Konica Inkjet, White",Technology,Machines,264.00
P767,"Green Bar Parchment Paper, Recycled",Office Supplies,Paper,16.60
P768,"Green Bar Memo Slips, 8.5 x 11",Office Supplies,Paper,21.00
P769,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,128.17
P770,"Smead Shipping Labels, Alphabetical",Office Supplies,Labels,11.33
P771,"Rogers Trays, Industrial",Office Supplies,Storage,56.00
P772,"Hon File Folder Labels, Alphabetical",Office Supplies,Labels,8.40
P773,"Acme Shears, High Speed",Office Supplies,Supplies,49.86
P774,"Harbour Creations Chairmat, Black",Furniture,Chairs,62.67
P775,"Stockwell Staples, Assorted Sizes",Office Supplies,Fasteners,8.25
P776,"Apple Speaker Phone, Cordless",Technology,Phones,107.17
P777,"Novimex Bag Chairs, Adjustable",Furniture,Chairs,48.33
P778,"SanDisk Parchment Paper, Premium",Office Supplies,Paper,16.67
P779,"SanDisk Note Cards, Multicolor",Office Supplies,Paper,34.00
P780,"Ibico Hole Reinforcements, Clear",Office Supplies,Binders,6.50
P781,"Breville Toaster, Silver",Office Supplies,Appliances,77.50
P782,"Eaton Memo Slips, 8.5 x 11",Office Supplies,Paper,18.00
P783,"Xerox Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,30.00
P784,"Sanford Pens, Blue",Office Supplies,Art,11.00
P785,"Cisco Signal Booster, VoIP",Technology,Phones,137.00
P786,"Acco 3-Hole Punch, Clear",Office Supplies,Binders,29.67
P787,"Dania Library with Doors, Pine",Furniture,Bookcases,364.00
P788,"SAFCO Rocking Chair, Red",Furniture,Chairs,135.00
P789,"Tenex Trays, Wire Frame",Office Supplies,Storage,53.33
P790,"Breville Coffee Grinder, Black",Office Supplies,Appliances,30.67
P791,"Ibico Hole Reinforcements, Durable",Office Supplies,Binders,4.00
P792,"Advantus Thumb Tacks, Bulk Pack",Office Supplies,Fasteners,6.67
P793,"Eaton Message Books, Multicolor",Office Supplies,Paper,22.00
P794,"Safco Library with Doors, Mobile",Furniture,Bookcases,353.11
P795,"Hon Chairmat, Black",Furniture,Chairs,47.79
P796,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,151.75
P797,"SanDisk Flash Drive, USB",Technology,Accessories,39.75
P798,"SAFCO Steel Folding Chair, Red",Furniture,Chairs,77.00
P799,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,12.75
P800,"Avery Removable Labels, Adjustable",Office Supplies,Labels,8.60
P801,"Acme Ruler, High Speed",Office Supplies,Supplies,8.33
P802,"Boston Markers, Blue",Office Supplies,Art,26.40
