OrderID,CustomerID,OrderDate,ProductID,Discount,Profit,Quantity,ShipDate,ShippingID,Price
AZ-2011-4342621,C485,2020-12-27,P305,0,35,2,2020-12-30,S004,48.85714286
AZ-2011-4342621,C485,2020-12-27,P265,0,32,3,2020-12-30,S004,79.5
AZ-2011-4342621,C485,2020-12-27,P896,0,28,4,2020-12-30,S004,89
AZ-2011-4342621,C485,2020-12-27,P897,0,76,2,2020-12-30,S004,282
BN-2011-4542382,C486,2020-12-27,P153,0,37,3,2021-01-01,S001,97
BN-2011-4542382,C486,2020-12-27,P898,0,63,5,2021-01-01,S001,263
BN-2011-4542382,C486,2020-12-27,P899,0,18,4,2021-01-01,S001,53
BN-2011-4542382,C486,2020-12-27,P729,0.1,-27,7,2021-01-01,S001,719.6
BN-2011-4542382,C486,2020-12-27,P842,0.15,84,4,2021-01-01,S001,192
BN-2011-7459578,C487,2020-12-27,P900,0.5,-191,3,2021-01-03,S001,208
AZ-2011-8820375,C471,2020-12-28,P595,0.1,5,1,2020-12-29,S003,19
AZ-2011-8820375,C471,2020-12-28,P183,0.1,82,3,2020-12-29,S003,123
BN-2011-6627390,C436,2020-12-28,P146,0.5,-631,6,2021-01-01,S002,2628
AZ-2011-6705309,C489,2020-12-28,P901,0,420,3,2021-01-01,S002,1236
AZ-2011-340357,C091,2020-12-28,P817,0,14,3,2021-01-01,S002,18
AZ-2011-340357,C091,2020-12-28,P902,0,8,8,2021-01-01,S002,69
BN-2011-6627390,C436,2020-12-28,P116,0.5,-4,2,2021-01-01,S002,30
AZ-2011-6705309,C489,2020-12-28,P282,0,110,5,2021-01-01,S002,232.5
AZ-2011-6705309,C489,2020-12-28,P346,0,18,5,2021-01-01,S002,123
AZ-2011-6705309,C489,2020-12-28,P619,0,0,7,2021-01-01,S002,196
AZ-2011-6587022,C058,2020-12-28,P903,0.1,202,4,2021-01-02,S002,479
AZ-2011-6587022,C058,2020-12-28,P852,0,17,2,2021-01-02,S002,56.8
AZ-2011-2437108,C202,2020-12-29,P171,0,10,2,2020-12-29,S003,22
AZ-2011-2437108,C202,2020-12-29,P904,0.1,16,2,2020-12-29,S003,104
BN-2011-8019925,C491,2020-12-29,P905,0.15,-10,2,2021-01-03,S001,284
AZ-2011-583228,C490,2020-12-29,P537,0,19,2,2021-01-04,S001,88
AZ-2011-9882660,C122,2020-12-30,P122,0,12,4,2021-01-01,S004,42
AZ-2011-2099050,C493,2020-12-30,P838,0,8,3,2021-01-02,S004,46
AZ-2011-2099050,C493,2020-12-30,P906,0,6,2,2021-01-02,S004,31
AZ-2011-2099050,C493,2020-12-30,P386,0,36,3,2021-01-02,S004,85
AZ-2011-2099050,C493,2020-12-30,P656,0,179,3,2021-01-02,S004,359
AZ-2011-4865633,C083,2020-12-30,P907,0.1,44,2,2021-01-03,S001,143
AZ-2011-5099606,C492,2020-12-30,P908,0,113,2,2021-01-04,S001,299
AZ-2012-5204554,C051,2021-01-02,P119,0,10,3,2021-01-06,S001,26.57142857
AZ-2012-4052737,C448,2021-01-02,P262,0,10,7,2021-01-09,S001,63
AZ-2012-9703456,C315,2021-01-03,P326,0,21,3,2021-01-05,S004,93
AZ-2012-9703456,C315,2021-01-03,P010,0.1,72,2,2021-01-05,S004,358
AZ-2012-8553942,C043,2021-01-03,P422,0,13,1,2021-01-09,S001,35.33333333
AZ-2012-712520,C494,2021-01-04,P861,0,57,3,2021-01-08,S001,91.5
AZ-2012-712520,C494,2021-01-04,P380,0,316,5,2021-01-08,S001,337.5
AZ-2012-6747407,C428,2021-01-05,P667,0,143,4,2021-01-05,S003,434.6666667
AZ-2012-6747407,C428,2021-01-05,P909,0,9,4,2021-01-05,S003,43
AZ-2012-6747407,C428,2021-01-05,P910,0,136,8,2021-01-05,S003,425
AZ-2012-4150074,C495,2021-01-05,P911,0.2,24,3,2021-01-09,S001,136
AZ-2012-2038976,C497,2021-01-05,P555,0.1,347,5,2021-01-09,S001,595
BN-2012-9614623,C282,2021-01-05,P426,0.5,-240,2,2021-01-09,S001,524
AZ-2012-9602843,C496,2021-01-05,P690,0,160,2,2021-01-09,S001,760.6666667
AZ-2012-5826581,C207,2021-01-06,P152,0,13,6,2021-01-11,S001,100.2857143
AZ-2012-8111484,C256,2021-01-07,P478,0.1,2,2,2021-01-10,S004,56
AZ-2012-9827676,C498,2021-01-07,P825,0,5,4,2021-01-10,S004,49.6
AZ-2012-9827676,C498,2021-01-07,P912,0,11,2,2021-01-10,S004,26
AZ-2012-9827676,C498,2021-01-07,P913,0,337,3,2021-01-10,S004,964
BN-2012-8740514,C499,2021-01-07,P914,0.5,-94,3,2021-01-11,S001,112
AZ-2012-3448109,C395,2021-01-09,P288,0,27,2,2021-01-13,S001,379
AZ-2012-719087,C045,2021-01-09,P915,0,303,3,2021-01-14,S001,920
AZ-2012-2353592,C077,2021-01-09,P916,0,61,6,2021-01-15,S001,1022
AZ-2012-2353592,C077,2021-01-09,P793,0,20,2,2021-01-15,S001,44
AZ-2012-2353592,C077,2021-01-09,P443,0,18,2,2021-01-15,S001,62
AZ-2012-2353592,C077,2021-01-09,P339,0.4,-40,2,2021-01-15,S001,170.6666667
AZ-2012-5999614,C501,2021-01-10,P917,0.5,-776,5,2021-01-11,S004,1294
AZ-2012-5999614,C501,2021-01-10,P125,0.5,-7,6,2021-01-11,S004,328
AZ-2012-1710081,C500,2021-01-10,P108,0,2,3,2021-01-16,S001,78
AZ-2012-3272403,C215,2021-01-11,P083,0,1,2,2021-01-14,S004,114
AZ-2012-9926323,C503,2021-01-12,P918,0,34,2,2021-01-17,S001,94
AZ-2012-8319286,C502,2021-01-12,P877,0,3,2,2021-01-17,S001,16
AZ-2012-8319286,C502,2021-01-12,P919,0,2,5,2021-01-17,S001,53
AZ-2012-8319286,C502,2021-01-12,P768,0,31,3,2021-01-17,S001,63
AZ-2012-8319286,C502,2021-01-12,P920,0,5,4,2021-01-17,S001,79
AZ-2012-9926323,C503,2021-01-12,P921,0,421,3,2021-01-17,S001,1560
AZ-2012-9926323,C503,2021-01-12,P599,0,16,4,2021-01-17,S001,37
AZ-2012-9926323,C503,2021-01-12,P922,0,12,1,2021-01-17,S001,36
AZ-2012-8319286,C502,2021-01-12,P923,0,155,5,2021-01-17,S001,1195
AZ-2012-8319286,C502,2021-01-12,P924,0,139,4,2021-01-17,S001,558
AZ-2012-2124025,C504,2021-01-13,P488,0,36,4,2021-01-16,S004,1207
AZ-2012-6068382,C148,2021-01-13,P200,0,159,3,2021-01-17,S002,551
AZ-2012-4265765,C505,2021-01-14,P542,0,0,2,2021-01-18,S001,59
AZ-2012-4265765,C505,2021-01-14,P925,0.15,29,6,2021-01-18,S001,407
BN-2012-7456673,C281,2021-01-16,P553,0.1,87,3,2021-01-18,S004,435.3333333
AZ-2012-2350384,C506,2021-01-16,P926,0,6,6,2021-01-18,S002,303
BN-2012-7456673,C281,2021-01-16,P692,0.1,0,9,2021-01-18,S004,2281.5
AZ-2012-1023749,C337,2021-01-16,P878,0,0,2,2021-01-18,S002,107
AZ-2012-2350384,C506,2021-01-16,P927,0.4,-86,5,2021-01-18,S002,224
BN-2012-6672133,C084,2021-01-16,P899,0.1,9,3,2021-01-21,S001,39.75
BN-2012-6672133,C084,2021-01-16,P251,0.1,-6,3,2021-01-21,S001,43.5
AZ-2012-3019751,C152,2021-01-16,P805,0,130,7,2021-01-23,S001,361.6666667
AZ-2012-3019751,C152,2021-01-16,P928,0,2,3,2021-01-23,S001,18
BN-2012-3611011,C101,2021-01-17,P929,0.5,-72,7,2021-01-23,S001,171
AZ-2012-1787398,C507,2021-01-18,P930,0,20,1,2021-01-18,S003,53
AZ-2012-6624087,C388,2021-01-18,P167,0,110,2,2021-01-22,S001,230
AZ-2012-6624087,C388,2021-01-18,P141,0,117,5,2021-01-22,S001,255
AZ-2012-6624087,C388,2021-01-18,P339,0,136,6,2021-01-22,S001,512
AZ-2012-9241286,C155,2021-01-18,P433,0,30,5,2021-01-22,S001,289.1666667
AZ-2012-5423873,C148,2021-01-18,P931,0,18,4,2021-01-23,S002,201
AZ-2012-5423873,C148,2021-01-18,P592,0,6,3,2021-01-23,S002,15
BN-2012-1321856,C508,2021-01-19,P932,0.7,-535,3,2021-01-23,S001,240
BN-2012-1321856,C508,2021-01-19,P933,0.5,0,3,2021-01-23,S001,22
BN-2012-1321856,C508,2021-01-19,P934,0.5,-9,6,2021-01-23,S001,145
BN-2012-1321856,C508,2021-01-19,P935,0.5,-18,3,2021-01-23,S001,36
AZ-2012-9749858,C269,2021-01-20,P023,0,3,2,2021-01-22,S004,17
BN-2012-5319905,C509,2021-01-20,P814,0.8,-271,7,2021-01-24,S001,352.3333333
AZ-2012-8708707,C510,2021-01-22,P936,0.5,-48,3,2021-01-26,S001,151
BN-2012-5839370,C512,2021-01-23,P937,0.6,-363,8,2021-01-27,S001,1451
AZ-2012-5084110,C511,2021-01-23,P856,0,11,6,2021-01-27,S001,21
BN-2012-5839370,C512,2021-01-23,P411,0,40,7,2021-01-27,S001,210.7777778
BN-2012-2002829,C395,2021-01-23,P486,0.4,-212,5,2021-01-29,S001,615
AZ-2012-2484319,C227,2021-01-24,P084,0,14,3,2021-01-26,S004,45.5
AZ-2012-6415862,C484,2021-01-24,P057,0,50,6,2021-01-28,S001,152.5714286
AZ-2012-6415862,C484,2021-01-24,P338,0,1,1,2021-01-28,S001,6.714285714
AZ-2012-6415862,C484,2021-01-24,P255,0,29,6,2021-01-28,S001,97.2
AZ-2012-6415862,C484,2021-01-24,P465,0,221,7,2021-01-28,S001,452.2
BN-2012-4743725,C227,2021-01-24,P938,0.1,126,3,2021-01-30,S001,454
BN-2012-4743725,C227,2021-01-24,P696,0.1,-51,5,2021-01-30,S001,381.25
BN-2012-4743725,C227,2021-01-24,P939,0.15,0,5,2021-01-30,S001,332
BN-2012-2518172,C513,2021-01-24,P940,0.4,-64,3,2021-01-31,S001,294
AZ-2012-5632093,C515,2021-01-25,P540,0,12,5,2021-01-26,S004,132.1428571
AZ-2012-5632093,C515,2021-01-25,P941,0,27,6,2021-01-26,S004,91
AZ-2012-4458558,C223,2021-01-25,P893,0,8,3,2021-01-28,S004,31.5
AZ-2012-3008162,C514,2021-01-25,P942,0,11,9,2021-01-29,S001,215
AZ-2012-6238242,C251,2021-01-25,P943,0,30,1,2021-01-30,S001,68
AZ-2012-6238242,C251,2021-01-25,P541,0,65,7,2021-01-30,S001,361.6666667
AZ-2012-6238242,C251,2021-01-25,P876,0,97,5,2021-01-30,S001,231.25
AZ-2012-6238242,C251,2021-01-25,P944,0,133,2,2021-01-30,S001,297
AZ-2012-9961341,C246,2021-01-27,P631,0,2,3,2021-01-31,S001,43
BN-2012-285450,C285,2021-01-27,P945,0,88,6,2021-02-02,S001,303
BN-2012-285450,C285,2021-01-27,P833,0,4,2,2021-02-02,S001,18
AZ-2012-1940547,C432,2021-01-27,P946,0,3,2,2021-02-03,S001,14
AZ-2012-9024029,C516,2021-01-28,P091,0,1,1,2021-02-02,S001,26.6
AZ-2012-2380607,C338,2021-01-30,P009,0,2,3,2021-02-01,S002,33
AZ-2012-2380607,C338,2021-01-30,P947,0,12,3,2021-02-01,S002,35
AZ-2012-2380607,C338,2021-01-30,P126,0.1,7,5,2021-02-01,S002,145
AZ-2012-1068489,C517,2021-01-30,P487,0,11,4,2021-02-03,S001,29
AZ-2012-1068489,C517,2021-01-30,P516,0,7,3,2021-02-03,S001,41
AZ-2012-7391024,C518,2021-01-30,P195,0,60,5,2021-02-04,S002,248.3333333
AZ-2012-7391024,C518,2021-01-30,P948,0.1,57,7,2021-02-04,S002,305
AZ-2012-8369487,C519,2021-02-01,P803,0,60,3,2021-02-06,S001,139.5
AZ-2012-1485221,C182,2021-02-02,P769,0.1,100,2,2021-02-06,S001,256.3333333
AZ-2012-1485221,C182,2021-02-02,P195,0,71,6,2021-02-06,S001,298
AZ-2012-1485221,C182,2021-02-02,P244,0,4,9,2021-02-06,S001,108
AZ-2012-8352768,C229,2021-02-02,P949,0,711,7,2021-02-06,S001,1779
AZ-2012-47402,C059,2021-02-03,P262,0,10,7,2021-02-07,S001,63
AZ-2012-5499753,C368,2021-02-03,P849,0,9,3,2021-02-07,S001,56
BN-2012-7203367,C273,2021-02-04,P524,0.4,-1,2,2021-02-06,S002,83
BN-2012-7203367,C273,2021-02-04,P072,0.4,-5,1,2021-02-06,S002,81
AZ-2012-1951858,C311,2021-02-06,P950,0,0,2,2021-02-08,S002,44
AZ-2012-1951858,C311,2021-02-06,P951,0,17,4,2021-02-08,S002,112
AZ-2012-5036790,C210,2021-02-06,P952,0,25,5,2021-02-10,S001,246
AZ-2012-2440609,C522,2021-02-07,P953,0,241,6,2021-02-11,S001,651
AZ-2012-400830,C520,2021-02-07,P505,0,42,4,2021-02-11,S001,232
AZ-2012-400830,C520,2021-02-07,P953,0,161,4,2021-02-11,S001,434
AZ-2012-9721463,C521,2021-02-07,P354,0,42,3,2021-02-11,S001,102
AZ-2012-581418,C319,2021-02-08,P507,0,47,7,2021-02-13,S001,70
AZ-2012-9607544,C310,2021-02-09,P469,0,4,1,2021-02-13,S001,11.66666667
AZ-2012-9607544,C310,2021-02-09,P954,0,19,3,2021-02-13,S001,38
AZ-2012-9607544,C310,2021-02-09,P354,0.1,93,11,2021-02-13,S001,374
AZ-2012-9607544,C310,2021-02-09,P414,0.1,-14,5,2021-02-13,S001,136.6666667
AZ-2012-5924516,C523,2021-02-09,P350,0,3,5,2021-02-13,S001,20.90909091
AZ-2012-3958452,C524,2021-02-09,P836,0,116,2,2021-02-13,S001,236
AZ-2012-9607544,C310,2021-02-09,P237,0.15,-31,3,2021-02-13,S001,785
AZ-2012-9607544,C310,2021-02-09,P955,0.15,100,2,2021-02-13,S001,284
AZ-2012-7471811,C525,2021-02-10,P956,0,12,4,2021-02-12,S002,54
BN-2012-6903920,C526,2021-02-11,P251,0.1,-6,3,2021-02-16,S002,43.5
AZ-2012-962050,C424,2021-02-13,P753,0.1,11,2,2021-02-16,S004,100
AZ-2012-962050,C424,2021-02-13,P071,0,16,4,2021-02-16,S004,88
AZ-2012-962050,C424,2021-02-13,P898,0,25,2,2021-02-16,S004,105.2
AZ-2012-962050,C424,2021-02-13,P957,0,1,2,2021-02-16,S004,8
AZ-2012-962050,C424,2021-02-13,P085,0.1,25,5,2021-02-16,S004,248.3333333
AZ-2012-367312,C209,2021-02-14,P958,0,49,2,2021-02-18,S001,98
AZ-2012-6012259,C527,2021-02-14,P959,0.1,356,4,2021-02-19,S002,1394
AZ-2012-6012259,C527,2021-02-14,P087,0.1,0,1,2021-02-19,S002,12.5
AZ-2012-6012259,C527,2021-02-14,P960,0.1,26,4,2021-02-19,S002,59
AZ-2012-6012259,C527,2021-02-14,P656,0.1,383,8,2021-02-19,S002,957.3333333
BN-2012-8548299,C009,2021-02-15,P113,0.6,-19,1,2021-02-17,S002,42.33333333
BN-2012-8548299,C009,2021-02-15,P778,0.5,-10,2,2021-02-17,S002,33.33333333
AZ-2012-3052535,C196,2021-02-15,P961,0,23,3,2021-02-17,S002,58
AZ-2012-3052535,C196,2021-02-15,P265,0,22,2,2021-02-17,S002,53
AZ-2012-3052535,C196,2021-02-15,P962,0,14,3,2021-02-17,S002,117
AZ-2012-6913156,C097,2021-02-15,P406,0,4,2,2021-02-17,S002,30
AZ-2012-3239486,C211,2021-02-18,P404,0.1,117,3,2021-02-22,S001,405.75
AZ-2012-3239486,C211,2021-02-18,P669,0,20,5,2021-02-22,S001,65
BN-2012-8351740,C336,2021-02-18,P963,0,4,1,2021-02-22,S002,9
BN-2012-8351740,C336,2021-02-18,P548,0.4,-14,4,2021-02-22,S002,61
BN-2012-8351740,C336,2021-02-18,P964,0,30,2,2021-02-22,S002,65
BN-2012-5489653,C208,2021-02-18,P208,0.1,-1,3,2021-02-22,S001,30.6
AZ-2012-3239486,C211,2021-02-18,P965,0,179,10,2021-02-22,S001,580
AZ-2012-87081,C528,2021-02-20,P705,0,21,2,2021-02-23,S002,100.4
AZ-2012-87081,C528,2021-02-20,P201,0,26,3,2021-02-23,S002,92
AZ-2012-202734,C246,2021-02-21,P966,0.1,59,3,2021-02-28,S001,157
AZ-2012-8583605,C529,2021-02-22,P026,0,12,5,2021-02-26,S001,27.5
AZ-2012-8583605,C529,2021-02-22,P437,0,1,3,2021-02-26,S001,46.5
AZ-2012-8583605,C529,2021-02-22,P967,0,92,7,2021-02-26,S001,205
AZ-2012-9588828,C433,2021-02-22,P968,0,39,5,2021-02-27,S001,98
AZ-2012-9588828,C433,2021-02-22,P571,0,5,3,2021-02-27,S001,30
BN-2012-5523368,C530,2021-02-22,P969,0.4,-32,2,2021-02-28,S001,147
AZ-2012-6191258,C239,2021-02-23,P843,0,846,5,2021-02-26,S004,2056.666667
AZ-2012-1392278,C193,2021-02-23,P056,0,12,3,2021-03-01,S001,84
AZ-2012-4085046,C531,2021-02-27,P970,0,5,3,2021-03-04,S001,21
BN-2012-1679258,C125,2021-02-28,P971,0.1,-5,2,2021-03-04,S001,43
AZ-2012-7920968,C043,2021-02-28,P972,0,1,2,2021-03-04,S001,29
AZ-2012-1000632,C337,2021-02-28,P973,0,22,6,2021-03-04,S001,314
AZ-2012-5846737,C069,2021-03-01,P877,0,7,5,2021-03-07,S001,40
AZ-2012-5846737,C069,2021-03-01,P974,0,8,2,2021-03-07,S001,19
AZ-2012-9858311,C532,2021-03-02,P446,0,95,7,2021-03-06,S001,189
AZ-2012-9858311,C532,2021-03-02,P975,0,6,7,2021-03-06,S001,597
AZ-2012-6214308,C533,2021-03-03,P263,0,76,2,2021-03-05,S002,258
AZ-2012-3590299,C496,2021-03-03,P976,0,989,11,2021-03-05,S004,2105
AZ-2012-3590299,C496,2021-03-03,P488,0.1,-91,3,2021-03-05,S004,905.25
AZ-2012-4178346,C091,2021-03-03,P977,0.1,7,1,2021-03-08,S002,131
AZ-2012-4178346,C091,2021-03-03,P180,0.1,-9,2,2021-03-08,S002,288
AZ-2012-4178346,C091,2021-03-03,P313,0.1,468,7,2021-03-08,S002,689.5
AZ-2012-9094578,C458,2021-03-03,P978,0.5,-490,3,2021-03-08,S001,583
AZ-2012-4178346,C091,2021-03-03,P091,0,1,1,2021-03-08,S002,26.6
AZ-2012-4178346,C091,2021-03-03,P979,0,70,5,2021-03-08,S002,152
AZ-2012-4178346,C091,2021-03-03,P421,0,36,3,2021-03-08,S002,90
AZ-2012-9094578,C458,2021-03-03,P305,0.5,-27,4,2021-03-08,S001,97.71428571
AZ-2012-9094578,C458,2021-03-03,P377,0.5,-3,2,2021-03-08,S001,19.33333333
AZ-2012-9094578,C458,2021-03-03,P167,0.5,-287,7,2021-03-08,S001,805
AZ-2012-9094578,C458,2021-03-03,P582,0.5,-41,6,2021-03-08,S001,252
AZ-2012-3398854,C163,2021-03-04,P904,0,28,2,2021-03-10,S001,104
AZ-2012-3398854,C163,2021-03-04,P904,0,42,3,2021-03-10,S001,156
AZ-2012-1128813,C229,2021-03-06,P980,0.1,180,2,2021-03-10,S002,852
AZ-2012-1128813,C229,2021-03-06,P073,0,26,5,2021-03-10,S002,65
AZ-2012-3654996,C122,2021-03-06,P945,0,15,1,2021-03-10,S001,50.5
AZ-2012-3654996,C122,2021-03-06,P742,0,17,2,2021-03-10,S001,58
BN-2012-8185079,C231,2021-03-06,P911,0.3,7,3,2021-03-11,S001,136
BN-2012-8185079,C231,2021-03-06,P391,0,0,1,2021-03-11,S001,82.5
AZ-2012-302148,C534,2021-03-07,P981,0.5,-398,7,2021-03-09,S002,994
BN-2012-9267764,C536,2021-03-07,P982,0.5,-30,2,2021-03-09,S004,48
BN-2012-9267764,C536,2021-03-07,P720,0.5,-7,2,2021-03-09,S004,31
AZ-2012-302148,C534,2021-03-07,P162,0.5,-79,2,2021-03-09,S002,273
BN-2012-9003210,C535,2021-03-07,P044,0.5,-22,2,2021-03-12,S002,58
AZ-2012-852937,C125,2021-03-08,P913,0,450,4,2021-03-10,S002,1285.333333
AZ-2012-9114156,C071,2021-03-08,P983,0,66,3,2021-03-11,S004,439
AZ-2012-9114156,C071,2021-03-08,P453,0,7,1,2021-03-11,S004,25
BN-2012-3923455,C537,2021-03-08,P380,0.1,-7,5,2021-03-12,S001,337.5
AZ-2012-3385502,C185,2021-03-08,P871,0.1,36,7,2021-03-13,S001,1199.333333
AZ-2012-3385502,C185,2021-03-08,P251,0.1,-6,3,2021-03-13,S001,43.5
AZ-2012-3385502,C185,2021-03-08,P984,0.1,178,3,2021-03-13,S001,573
AZ-2012-7806048,C372,2021-03-08,P985,0,928,5,2021-03-13,S002,1893
BN-2012-8981515,C535,2021-03-08,P986,0.5,-18,2,2021-03-14,S001,27
AZ-2012-4659299,C238,2021-03-09,P658,0,10,3,2021-03-13,S001,44
BN-2012-1777533,C107,2021-03-10,P987,0.6,-119,2,2021-03-12,S002,133
AZ-2012-1089029,C538,2021-03-10,P806,0,24,2,2021-03-13,S002,64
AZ-2012-3931920,C441,2021-03-10,P418,0,40,2,2021-03-17,S001,249
AZ-2012-9056595,C096,2021-03-13,P988,0.1,33,2,2021-03-19,S001,95
AZ-2012-9056595,C096,2021-03-13,P178,0,25,6,2021-03-19,S001,114
AZ-2012-9056595,C096,2021-03-13,P048,0.1,21,2,2021-03-19,S001,266.4
AZ-2012-9056595,C096,2021-03-13,P973,0,11,3,2021-03-19,S001,157
BN-2012-7268418,C539,2021-03-14,P318,0.1,20,2,2021-03-16,S004,141.3333333
BN-2012-2195674,C127,2021-03-14,P989,0.15,-30,8,2021-03-16,S002,1257
BN-2012-1467003,C203,2021-03-14,P990,0.1,34,3,2021-03-19,S001,140
BN-2012-1467003,C203,2021-03-14,P090,0,27,3,2021-03-19,S001,55
BN-2012-9784298,C540,2021-03-14,P991,0.15,-15,1,2021-03-21,S001,124
AZ-2012-2636461,C541,2021-03-15,P151,0,110,6,2021-03-15,S003,324
BN-2012-6527572,C232,2021-03-15,P520,0.6,-204,3,2021-03-16,S004,392
BN-2012-6527572,C232,2021-03-15,P288,0,66,5,2021-03-16,S004,947.5
BN-2012-2935339,C481,2021-03-15,P787,0.5,-993,7,2021-03-18,S004,2548
BN-2012-2935339,C481,2021-03-15,P123,0.5,-5,2,2021-03-18,S004,21.33333333
BN-2012-2497362,C542,2021-03-16,P217,0,22,4,2021-03-17,S004,197.3333333
BN-2012-2497362,C542,2021-03-16,P992,0,40,11,2021-03-17,S004,108
BN-2012-8607495,C504,2021-03-16,P049,0.5,-58,4,2021-03-18,S002,216
BN-2012-5238794,C477,2021-03-16,P356,0.5,-8,4,2021-03-20,S001,44
BN-2012-5238794,C477,2021-03-16,P993,0.5,-8,3,2021-03-20,S001,17
BN-2012-5238794,C477,2021-03-16,P994,0.5,-11,7,2021-03-20,S001,47
BN-2012-5238794,C477,2021-03-16,P995,0.5,-25,5,2021-03-20,S001,38
BN-2012-5238794,C477,2021-03-16,P996,0.5,-38,4,2021-03-20,S001,48
BN-2012-5238794,C477,2021-03-16,P997,0.5,-79,3,2021-03-20,S001,218
BN-2012-5238794,C477,2021-03-16,P714,0.5,-1673,10,2021-03-20,S001,3230
BN-2012-5238794,C477,2021-03-16,P998,0.5,-120,3,2021-03-20,S001,207
AZ-2012-6572855,C129,2021-03-16,P046,0.1,256,2,2021-03-21,S001,825
AZ-2012-6572855,C129,2021-03-16,P752,0.1,107,3,2021-03-21,S001,254.1428571
AZ-2012-6572855,C129,2021-03-16,P547,0,15,3,2021-03-21,S001,30
AZ-2012-6572855,C129,2021-03-16,P121,0,18,4,2021-03-21,S001,46.66666667
AZ-2012-6572855,C129,2021-03-16,P999,0,327,5,2021-03-21,S001,861
AZ-2012-4505130,C415,2021-03-16,P297,0.3,-1,1,2021-03-23,S001,51.83333333
AZ-2012-4505130,C415,2021-03-16,P225,0,67,2,2021-03-23,S001,166.8571429
AZ-2012-4505130,C415,2021-03-16,P040,0,30,2,2021-03-23,S001,52
AZ-2012-4505130,C415,2021-03-16,P018,0,6,5,2021-03-23,S001,40
AZ-2012-4505130,C415,2021-03-16,P873,0,3,3,2021-03-23,S001,30.75
AZ-2012-4505130,C415,2021-03-16,P659,0,0,2,2021-03-23,S001,22
AZ-2012-4505130,C415,2021-03-16,P869,0,224,4,2021-03-23,S001,1066.666667
AZ-2012-4505130,C415,2021-03-16,P219,0,21,3,2021-03-23,S001,248.5
AZ-2012-2801511,C385,2021-03-17,P798,0.1,127,4,2021-03-17,S003,308
AZ-2012-2801511,C385,2021-03-17,P281,0.1,4,4,2021-03-17,S003,193.3333333
AZ-2012-2801511,C385,2021-03-17,P1000,0.1,1,2,2021-03-17,S003,48
BN-2012-3566851,C103,2021-03-17,P1001,0,9,1,2021-03-22,S001,32
BN-2012-3566851,C103,2021-03-17,P1002,0.15,-60,7,2021-03-22,S001,730
BN-2012-5227523,C314,2021-03-17,P1003,0.5,-68,8,2021-03-24,S001,261
AZ-2012-9020905,C407,2021-03-18,P1004,0,38,2,2021-03-22,S001,101
AZ-2012-9020905,C407,2021-03-18,P307,0,18,2,2021-03-22,S001,26
AZ-2012-9020905,C407,2021-03-18,P607,0.1,2,5,2021-03-22,S001,115
AZ-2012-4991226,C410,2021-03-18,P817,0.1,27,8,2021-03-22,S002,48
AZ-2012-4991226,C410,2021-03-18,P1005,0.1,1,1,2021-03-22,S002,43
AZ-2012-2130534,C415,2021-03-18,P979,0,28,2,2021-03-23,S002,60.8
AZ-2012-2130534,C415,2021-03-18,P1006,0,13,2,2021-03-23,S002,42
AZ-2012-2214403,C482,2021-03-20,P984,0.1,475,8,2021-03-20,S003,1528
AZ-2012-4954045,C543,2021-03-20,P500,0,41,3,2021-03-21,S004,136
AZ-2012-8629398,C023,2021-03-20,P873,0,7,7,2021-03-22,S004,71.75
AZ-2012-8629398,C023,2021-03-20,P167,0,69,3,2021-03-22,S004,345
AZ-2012-3746179,C329,2021-03-20,P631,0,3,4,2021-03-24,S002,57.33333333
AZ-2012-3042149,C475,2021-03-20,P172,0,1,2,2021-03-25,S001,29
BN-2012-831365,C017,2021-03-20,P1007,0,14,3,2021-03-25,S001,139
BN-2012-831365,C017,2021-03-20,P1008,0.4,-31,3,2021-03-25,S001,134
AZ-2012-808163,C096,2021-03-21,P1009,0,71,2,2021-03-21,S003,245
AZ-2012-5854289,C294,2021-03-21,P419,0,91,7,2021-03-24,S004,220.5
AZ-2012-5854289,C294,2021-03-21,P401,0.15,16,3,2021-03-24,S004,177
AZ-2012-3333420,C263,2021-03-21,P857,0,14,6,2021-03-26,S002,285
AZ-2012-3333420,C263,2021-03-21,P541,0,19,2,2021-03-26,S002,103.3333333
AZ-2012-3333420,C263,2021-03-21,P217,0,16,3,2021-03-26,S002,148
AZ-2012-3333420,C263,2021-03-21,P1010,0,30,2,2021-03-26,S002,64
AZ-2012-4148308,C488,2021-03-22,P481,0.4,-20,4,2021-03-26,S001,34.85714286
AZ-2012-4148308,C488,2021-03-22,P1011,0,23,1,2021-03-26,S001,48
AZ-2012-764953,C141,2021-03-23,P084,0,39,8,2021-03-23,S003,121.3333333
AZ-2012-207540,C390,2021-03-23,P1012,0,46,3,2021-03-26,S002,129
AZ-2012-6445968,C074,2021-03-23,P514,0.5,-263,10,2021-03-27,S001,717.7777778
BN-2012-1069240,C544,2021-03-23,P149,0,7,1,2021-03-27,S001,26.75
BN-2012-1069240,C544,2021-03-23,P317,0.1,-6,6,2021-03-27,S001,60
BN-2012-5986859,C545,2021-03-24,P087,0,6,4,2021-03-26,S002,50
BN-2012-5986859,C545,2021-03-24,P893,0,5,2,2021-03-26,S002,21
AZ-2012-3743850,C103,2021-03-24,P407,0,27,2,2021-03-27,S002,56
AZ-2012-2419609,C488,2021-03-24,P177,0.1,5,2,2021-03-29,S001,32.4
